Id,ClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaMiscelánea,ValorMisceláneo,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
189,90,Residencial baja densidad,64.0,7018,Pavimentada,,Regular,Desnivelado,Todos los servicios públicos,Interior,Suave,SawyerW,Calle alimentadora,Normal,Dúplex,Entrada dividida,5,5,1979,1979,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Piedra,275.0,TA,TA,Bloque cemento,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1224,0,0,1224,2,0,0,2,2,2,TA,6,Típico,2,Típica/Aceptable,Independiente,1979.0,Sin terminar,2,528,Típica/Aceptable,Típica/Aceptable,Sí,120,0,0,0,0,0,,,,0,6,2009,Escritura de garantía,Asignación,153337
190,120,Residencial baja densidad,41.0,4923,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,StoneBr,Normal,Normal,Adosado (ext.),1 planta,8,5,2001,2002,A dos aguas,Teja compuesta,Cemento-fibra,Cemento-fibra,Ninguno,0.0,Gd,TA,Hormigón vertido,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1593,0,0,1593,1,0,1,1,0,1,Ex,5,Típico,1,Buena,Adosado,2001.0,Terminado,2,682,Típica/Aceptable,Típica/Aceptable,Sí,0,120,0,0,224,0,,,,0,8,2008,Escritura de garantía,Normal,286000
191,70,Residencial baja densidad,70.0,10570,Pavimentada,,Regular,Desnivelado,Todos los servicios públicos,Interior,Moderada,Crawfor,Normal,Normal,Unifamiliar,2 plantas,8,8,1932,1994,A cuatro aguas,Teja compuesta,Ladrillo a la vista,Ladrillo a la vista,Ninguno,0.0,Gd,TA,Bloque cemento,Gd,Gd,No,Rec,297,Unf,0,556,853,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1549,1178,0,2727,0,0,2,1,3,1,Gd,10,Mayor 1,2,Típica/Aceptable,Independiente,1932.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,0,74,0,0,0,0,,,,0,12,2007,Escritura de garantía,Normal,315000
192,60,Residencial baja densidad,,7472,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,NAmes,Normal,Normal,Unifamiliar,2 plantas,7,9,1972,2004,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,138.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,626,Unf,0,99,725,Gas aire forzado,Buena,Sí,Disyuntores estándar,725,754,0,1479,1,0,1,1,4,1,Gd,7,Típico,0,,Adosado,1972.0,Terminado,2,484,Típica/Aceptable,Típica/Aceptable,Sí,0,32,0,0,0,0,,,,0,6,2007,Escritura de garantía,Normal,184000
193,20,Residencial baja densidad,68.0,9017,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,1999,1999,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,560,Unf,0,871,1431,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1431,0,0,1431,1,0,2,0,3,1,Gd,6,Típico,0,,Adosado,1999.0,Terminado,2,666,Típica/Aceptable,Típica/Aceptable,Sí,0,35,0,0,0,0,,,,0,9,2009,Escritura de garantía,Normal,192000
194,160,Residencial media densidad,24.0,2522,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Adosado (int.),2 plantas,7,5,2004,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Piedra,50.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,970,970,Gas aire forzado,Excelente,Sí,Disyuntores estándar,970,739,0,1709,0,0,2,0,3,1,Gd,7,Mayor 1,0,,Independiente,2004.0,Sin terminar,2,380,Típica/Aceptable,Típica/Aceptable,Sí,0,40,0,0,0,0,,,,0,5,2006,Escritura de garantía,Normal,130000
195,20,Residencial baja densidad,60.0,7180,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,5,7,1972,1972,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,Av,ALQ,390,Unf,0,474,864,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,864,0,0,864,0,0,1,0,3,1,TA,5,Típico,0,,Independiente,1989.0,Sin terminar,1,352,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,5,2008,Escritura de garantía,Normal,127000
196,160,Residencial baja densidad,24.0,2280,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,NPkVill,Normal,Normal,Adosado (int.),2 plantas,6,6,1976,1976,A dos aguas,Teja compuesta,Contrachapado,Ladrillo común,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,No,ALQ,566,Unf,0,289,855,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,855,601,0,1456,0,0,2,1,3,1,TA,7,Típico,1,Típica/Aceptable,Adosado,1976.0,Sin terminar,2,440,Típica/Aceptable,Típica/Aceptable,Sí,87,0,0,0,0,0,,,,0,7,2009,Escritura de garantía,Normal,148500
197,20,Residencial baja densidad,79.0,9416,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Unifamiliar,1 planta,7,5,2007,2007,A cuatro aguas,Teja compuesta,Cemento-fibra,Cemento-fibra,Piedra,205.0,Ex,TA,Hormigón vertido,Ex,TA,No,GLQ,1126,Unf,0,600,1726,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1726,0,0,1726,1,0,2,0,3,1,Ex,8,Típico,1,Buena,Adosado,2007.0,Terminado,3,786,Típica/Aceptable,Típica/Aceptable,Sí,171,138,0,0,266,0,,,,0,9,2007,Nuevo,Parcial,311872
198,75,Residencial baja densidad,174.0,25419,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,NAmes,Calle principal,Normal,Unifamiliar,2 plantas,8,4,1918,1990,A dos aguas,Teja compuesta,Estuco,Estuco,Ninguno,0.0,Gd,Gd,Hormigón vertido,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Gas aire forzado,Buena,Sí,Disyuntores estándar,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Típico,1,Excelente,Independiente,1918.0,Sin terminar,2,795,Típica/Aceptable,Típica/Aceptable,Sí,0,16,552,0,0,512,Ex,GdPrv,,0,3,2006,Escritura de garantía,Anormal,235000
199,75,Residencial media densidad,92.0,5520,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Normal,Normal,Unifamiliar,2.5 planta terminado,6,6,1912,1950,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Unf,0,Unf,0,755,755,Gas aire forzado,Excelente,Sí,Disyuntores estándar,929,929,371,2229,0,0,1,0,5,1,TA,8,Típico,0,,,,,0,0,,,Sí,0,198,30,0,0,0,,MnPrv,,0,7,2009,Escritura de garantía,Anormal,104000
200,20,Residencial baja densidad,76.0,9591,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Unifamiliar,1 planta,8,5,2004,2005,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,262.0,Gd,TA,Hormigón vertido,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1713,0,0,1713,1,0,2,0,3,1,Ex,7,Típico,1,Buena,Adosado,2004.0,Terminado,3,856,Típica/Aceptable,Típica/Aceptable,Sí,0,26,0,0,170,0,,,,0,1,2009,Escritura de garantía,Normal,274900
201,20,Residencial media densidad,80.0,8546,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Edwards,Normal,Normal,Unifamiliar,1 planta,4,5,2003,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1121,1121,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1121,0,0,1121,0,0,2,0,2,1,TA,5,Típico,0,,Adosado,2003.0,Terminación regular,2,440,Típica/Aceptable,Típica/Aceptable,Sí,132,64,0,0,0,0,,,,0,3,2010,Escritura de garantía,Normal,140000
202,20,Residencial baja densidad,75.0,10125,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Mitchel,Normal,Normal,Unifamiliar,1 planta,6,6,1977,1977,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,641,LwQ,279,276,1196,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1279,0,0,1279,0,1,2,0,3,1,TA,6,Típico,2,Regular,Independiente,1980.0,Sin terminar,2,473,Típica/Aceptable,Típica/Aceptable,Sí,238,83,0,0,0,0,,MnPrv,,0,2,2008,Escritura de garantía,Normal,171500
203,50,Residencial baja densidad,50.0,7000,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,OldTown,Calle principal,Normal,Unifamiliar,1.5 planta terminado,6,6,1924,1950,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,Gd,Ladrillo-teja,Fa,TA,No,LwQ,617,Unf,0,0,617,Gas aire forzado,Buena,Sí,Disyuntores estándar,865,445,0,1310,0,0,2,0,2,1,TA,6,Mínimo 1,0,,Adosado,1924.0,Sin terminar,1,398,Típica/Aceptable,Típica/Aceptable,Sí,0,0,126,0,0,0,,,,0,5,2006,Ejecución hipotecaria,Normal,112000
204,120,Residencial media densidad,,4438,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Adosado (ext.),1 planta,6,5,2004,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,205.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,662,Unf,0,186,848,Gas aire forzado,Excelente,Sí,Disyuntores estándar,848,0,0,848,1,0,1,0,1,1,Gd,3,Típico,1,Buena,Adosado,2004.0,Terminación regular,2,420,Típica/Aceptable,Típica/Aceptable,Sí,149,0,0,0,0,0,,,,0,1,2008,Escritura de garantía,Normal,149000
205,50,Residencial media densidad,50.0,3500,Pavimentada,Grvl,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,OldTown,Normal,Normal,Unifamiliar,1.5 planta terminado,5,7,1947,1950,A dos aguas,Teja compuesta,Tejas asbesto,Tejas asbesto,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,LwQ,312,Unf,0,408,720,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,720,564,0,1284,0,0,1,1,2,1,TA,5,Típico,0,,Independiente,1948.0,Sin terminar,1,240,Típica/Aceptable,Típica/Aceptable,Sí,0,35,0,0,0,0,,MnWw,,0,4,2009,Escritura de garantía,Normal,110000
206,20,Residencial baja densidad,99.0,11851,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Gilbert,Normal,Normal,Unifamiliar,1 planta,7,5,1990,1990,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1424,1424,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1442,0,0,1442,0,0,2,0,3,1,TA,5,Típico,0,,Adosado,1990.0,Terminación regular,2,500,Típica/Aceptable,Típica/Aceptable,Sí,0,34,0,508,0,0,,,,0,5,2009,Escritura de garantía,Normal,180500
207,20,Residencial baja densidad,40.0,13673,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,Sawyer,Cerca de vía de tren — empinada,Normal,Unifamiliar,1 planta,5,5,1962,1962,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,Gd,Bloque cemento,TA,TA,No,Unf,0,Unf,0,1140,1140,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1696,0,0,1696,0,0,1,1,3,1,TA,8,Mínimo 2,1,Típica/Aceptable,Adosado,1962.0,Terminación regular,1,349,Típica/Aceptable,Típica/Aceptable,Sí,0,30,0,0,0,0,,,,0,3,2007,Escritura de garantía,Normal,143900
208,20,Residencial baja densidad,,12493,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,4,5,1960,1960,A dos aguas,Teja compuesta,Revestimiento madera,Revestimiento madera,Ninguno,0.0,TA,TA,Hormigón vertido,TA,TA,No,ALQ,419,Rec,306,375,1100,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1100,0,0,1100,1,0,1,0,3,1,TA,6,Típico,1,Pobre,Adosado,1960.0,Terminación regular,1,312,Típica/Aceptable,Típica/Aceptable,Sí,355,0,0,0,0,0,,GdWo,,0,4,2008,Escritura de garantía,Normal,141000
209,60,Residencial baja densidad,,14364,Pavimentada,,Irregular leve,Depresión,Todos los servicios públicos,Interior,Moderada,SawyerW,Normal,Normal,Unifamiliar,2 plantas,7,5,1988,1989,A dos aguas,Teja compuesta,Contrachapado,Contrachapado,Ladrillo a la vista,128.0,Gd,TA,Bloque cemento,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1180,882,0,2062,1,0,2,1,3,1,TA,7,Típico,1,Buena,Adosado,1988.0,Terminado,2,454,Típica/Aceptable,Típica/Aceptable,Sí,60,55,0,0,154,0,,,,0,4,2007,Escritura de garantía,Normal,277000
210,20,Residencial baja densidad,75.0,8250,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,6,7,1964,1964,A cuatro aguas,Teja compuesta,Tablero duro,Tablero duro,Piedra,260.0,TA,TA,Bloque cemento,Gd,TA,No,Rec,787,Unf,0,305,1092,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1092,0,0,1092,1,0,1,0,3,1,TA,6,Típico,0,,Adosado,1964.0,Terminación regular,2,504,Típica/Aceptable,Buena,Sí,0,0,0,0,0,0,,MnPrv,,0,7,2008,Escritura de garantía,Normal,145000
211,30,Residencial baja densidad,67.0,5604,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Edwards,Normal,Normal,Unifamiliar,1 planta,5,6,1925,1950,A dos aguas,Teja compuesta,Estuco,Estuco,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Rec,468,Unf,0,396,864,Gas aire forzado,Típica/Aceptable,No,Fusibles antiguos,864,0,0,864,1,0,1,0,2,1,TA,5,Típico,0,,,,,0,0,,,Sí,0,0,96,0,0,0,,,,0,4,2008,Escritura de garantía,Normal,98000
212,20,Residencial baja densidad,83.0,10420,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Esquina,Suave,Edwards,Normal,Normal,Unifamiliar,1 planta,6,5,2009,2009,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Típico,0,,Adosado,2009.0,Terminación regular,2,460,Típica/Aceptable,Típica/Aceptable,Sí,100,22,0,0,0,0,,,,0,3,2010,Escritura de garantía,Normal,186000
213,60,Residencial frente a parque,72.0,8640,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Somerst,Normal,Normal,Unifamiliar,2 plantas,7,5,2009,2009,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,GLQ,822,Unf,0,78,900,Gas aire forzado,Excelente,Sí,Disyuntores estándar,932,920,0,1852,1,0,2,1,3,1,Gd,7,Típico,1,Típica/Aceptable,Adosado,2009.0,Terminación regular,2,644,Típica/Aceptable,Típica/Aceptable,Sí,168,108,0,0,0,0,,,,0,7,2009,Nuevo,Parcial,252678
214,20,Residencial baja densidad,43.0,13568,Pavimentada,,Irregular moderada,Nivelado,Todos los servicios públicos,Cul-de-sac,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,5,5,1995,1995,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Hormigón vertido,Gd,TA,No,ALQ,716,Unf,0,274,990,Gas aire forzado,Excelente,Sí,Disyuntores estándar,990,0,0,990,0,1,1,0,3,1,TA,5,Típico,0,,Adosado,1996.0,Sin terminar,2,576,Típica/Aceptable,Típica/Aceptable,Sí,224,0,0,0,0,0,,,,0,7,2006,Escritura de garantía,Normal,156000
215,60,Residencial baja densidad,,10900,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,CollgCr,Normal,Normal,Unifamiliar,2 plantas,6,7,1977,1977,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,153.0,TA,TA,Bloque cemento,Gd,TA,No,GLQ,378,Unf,0,311,689,Gas aire forzado,Excelente,Sí,Disyuntores estándar,689,703,0,1392,0,0,1,1,3,1,TA,6,Típico,0,,Adosado,1977.0,Terminado,1,299,Típica/Aceptable,Típica/Aceptable,Sí,0,36,0,0,0,0,,MnPrv,Shed,450,3,2010,Escritura de garantía,Normal,161750
216,20,Residencial baja densidad,72.0,10011,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,5,6,1957,1996,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,64.0,TA,TA,Bloque cemento,TA,TA,No,BLQ,360,Unf,0,710,1070,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Mínimo 1,1,Regular,Adosado,1957.0,Sin terminar,1,447,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,MnPrv,,0,5,2006,Escritura de garantía,Normal,134450
217,20,Residencial baja densidad,65.0,8450,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2004,2004,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,266.0,Gd,TA,Hormigón vertido,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Típico,0,,Adosado,2004.0,Sin terminar,2,484,Típica/Aceptable,Típica/Aceptable,Sí,139,98,0,0,0,0,,,,0,4,2008,Escritura de garantía,Normal,210000
218,70,Residencial media densidad,57.0,9906,Pavimentada,Grvl,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,OldTown,Normal,Normal,Unifamiliar,2 plantas,4,4,1925,1950,A dos aguas,Teja compuesta,Revestimiento metal,Revestimiento metal,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,Unf,0,Unf,0,686,686,Gas aire forzado,Regular,No,Disyuntores estándar,810,518,0,1328,0,0,1,0,3,1,TA,8,Típico,0,,Independiente,1940.0,Sin terminar,1,210,Típica/Aceptable,Típica/Aceptable,Sí,0,172,60,0,0,0,,,,0,9,2006,Escritura de garantía,Venta familiar,107000
219,50,Residencial baja densidad,,15660,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Esquina,Suave,Crawfor,Normal,Normal,Unifamiliar,1.5 planta terminado,7,9,1939,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,312.0,Gd,Gd,Bloque cemento,TA,TA,No,BLQ,341,Unf,0,457,798,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Típico,2,Típica/Aceptable,Adosado,1939.0,Sin terminar,2,431,Típica/Aceptable,Típica/Aceptable,Sí,0,119,150,0,0,0,,,,0,5,2008,Escritura de garantía,Normal,311500
220,120,Residencial baja densidad,43.0,3010,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,Blmngtn,Normal,Normal,Adosado (ext.),1 planta,7,5,2005,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,16.0,Gd,TA,Hormigón vertido,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Típico,0,,Adosado,2005.0,Terminado,2,438,Típica/Aceptable,Típica/Aceptable,Sí,108,0,0,0,0,0,,,,0,3,2006,Nuevo,Parcial,167240
221,20,Residencial baja densidad,73.0,8990,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,CollgCr,Normal,Normal,Unifamiliar,1 planta,7,5,2006,2006,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Típico,0,,Adosado,2006.0,Terminación regular,2,675,Típica/Aceptable,Típica/Aceptable,Sí,351,33,0,0,0,0,,,,0,4,2006,Nuevo,Parcial,204900
222,60,Residencial baja densidad,,8068,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,Gilbert,Normal,Normal,Unifamiliar,2 plantas,6,5,2002,2002,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,Gd,TA,Hormigón vertido,Gd,TA,No,Unf,0,Unf,0,1010,1010,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Típico,1,Típica/Aceptable,Integrado,2002.0,Terminación regular,2,390,Típica/Aceptable,Típica/Aceptable,Sí,120,46,0,0,0,0,,,,0,12,2009,Contrato - Interés bajo,Normal,200000
223,60,Residencial baja densidad,85.0,11475,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NWAmes,Cerca de vía de tren — normal,Normal,Unifamiliar,2 plantas,6,6,1975,1975,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ninguno,0.0,TA,TA,Bloque cemento,Gd,TA,No,ALQ,550,Unf,0,163,713,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,811,741,0,1552,1,0,2,1,3,1,TA,6,Típico,1,Típica/Aceptable,Adosado,1975.0,Terminación regular,2,434,Típica/Aceptable,Típica/Aceptable,Sí,209,208,0,0,0,0,,MnPrv,,0,2,2006,Escritura de garantía,Normal,179900
224,20,Residencial baja densidad,70.0,10500,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Frente a calle 2 lados,Suave,NAmes,Normal,Normal,Unifamiliar,1 planta,4,6,1971,1971,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ninguno,0.0,TA,TA,Bloque cemento,TA,TA,No,ALQ,524,LwQ,180,160,864,Gas aire forzado,Buena,Sí,Disyuntores estándar,864,0,0,864,0,0,1,0,2,1,TA,4,Típico,0,,Independiente,1989.0,Sin terminar,2,576,Típica/Aceptable,Típica/Aceptable,Sí,216,0,0,0,0,0,,,,0,3,2009,Escritura de garantía,Anormal,97000
225,20,Residencial baja densidad,103.0,13472,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,NridgHt,Normal,Normal,Unifamiliar,1 planta,10,5,2003,2003,A cuatro aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,922.0,Ex,TA,Hormigón vertido,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Gas aire forzado,Excelente,Sí,Disyuntores estándar,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Típico,1,Excelente,Adosado,2003.0,Terminado,3,968,Típica/Aceptable,Típica/Aceptable,Sí,248,105,0,0,0,0,,,,0,6,2009,Escritura de garantía,Normal,386250
226,160,Residencial media densidad,21.0,1680,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrDale,Normal,Normal,Adosado (int.),2 plantas,5,5,1971,1971,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,142.0,TA,TA,Bloque cemento,TA,TA,No,Unf,0,Unf,0,630,630,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,630,672,0,1302,0,0,2,1,3,1,TA,6,Típico,0,,Independiente,1991.0,Sin terminar,1,280,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,5,2009,Ejecución hipotecaria,Anormal,112000
227,60,Residencial baja densidad,82.0,9950,Pavimentada,,Irregular leve,Nivelado,Todos los servicios públicos,Interior,Suave,NoRidge,Normal,Normal,Unifamiliar,2 plantas,7,5,1995,1995,A dos aguas,Teja compuesta,Revestimiento vinilo,Revestimiento vinilo,Ladrillo a la vista,290.0,Gd,TA,Hormigón vertido,Gd,TA,No,GLQ,565,Unf,0,638,1203,Gas aire forzado,Excelente,Sí,Disyuntores estándar,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Típico,1,Típica/Aceptable,Adosado,1995.0,Terminación regular,3,721,Típica/Aceptable,Típica/Aceptable,Sí,224,114,0,0,0,0,,,,0,6,2007,Escritura de garantía,Anormal,290000
228,160,Residencial media densidad,21.0,1869,Pavimentada,,Regular,Nivelado,Todos los servicios públicos,Interior,Suave,BrDale,Normal,Normal,Adosado (int.),2 plantas,6,6,1970,1970,A dos aguas,Teja compuesta,Tablero duro,Tablero duro,Ladrillo a la vista,127.0,TA,TA,Bloque cemento,TA,TA,No,Rec,321,Unf,0,162,483,Gas aire forzado,Típica/Aceptable,Sí,Disyuntores estándar,483,504,0,987,0,0,1,1,2,1,TA,5,Típico,0,,Independiente,1987.0,Sin terminar,1,280,Típica/Aceptable,Típica/Aceptable,Sí,0,0,0,0,0,0,,,,0,9,2008,Escritura de garantía,Normal,106000
